Wall time,Step,Value
1716079945.8324192,4000,0.2136666625738144
1716079996.428991,8000,0.26100000739097595
1716080046.682531,12000,0.27133333683013916
1716080096.074563,16000,0.27308332920074463
1716080146.2534468,20000,0.26813334226608276
1716080195.22425,24000,0.2661333382129669
1716080243.890229,28000,0.27113333344459534
1716080285.7646358,32000,0.2712000012397766
1716080390.496576,36000,0.27379998564720154
1716080433.1877608,40000,0.27586665749549866
1716080474.961567,44000,0.28386667370796204
1716080517.292903,48000,0.2825999855995178
1716080637.477865,52000,0.2782000005245209
1716080680.828906,56000,0.2879999876022339
1716080722.5935202,60000,0.29100000858306885
1716080766.434072,64000,0.29286667704582214
1716080811.328991,68000,0.2797333300113678
1716080855.746206,72000,0.2802000045776367
1716080900.292421,76000,0.27619999647140503
1716080947.94831,80000,0.2781333327293396
1716080994.946931,84000,0.27239999175071716
1716081038.8756769,88000,0.28166666626930237
1716081081.232945,92000,0.2794666588306427
1716081123.069658,96000,0.280266672372818
1716081986.374157,100000,0.2782000005245209
1716083156.187026,104000,0.2763333320617676
1716083206.820287,108000,0.27160000801086426
1716083256.2428658,112000,0.2776666581630707
1716083299.1634529,116000,0.27079999446868896
1716083341.0838861,120000,0.26213333010673523
1716083383.4022331,124000,0.26339998841285706
1716083993.6918988,128000,0.26186665892601013
1716084036.099168,132000,0.2476000040769577
1716084077.869944,136000,0.23739999532699585
1716084119.8081431,140000,0.23980000615119934
1716085600.025047,144000,0.23579999804496765
1716086162.388146,148000,0.23046666383743286
1716086204.980344,152000,0.23573333024978638
1716086247.035895,156000,0.25
1716086288.9151502,160000,0.25546666979789734
1716086331.3266869,164000,0.25946667790412903
1716086373.469339,168000,0.2659333348274231
1716086415.506027,172000,0.2699333429336548
1716086457.9116778,176000,0.2655999958515167
1716086499.871267,180000,0.25540000200271606
1716086542.2592819,184000,0.25573334097862244
1716086584.237967,188000,0.2614000141620636
1716086625.943407,192000,0.2640666663646698
1716086667.865537,196000,0.26440000534057617
1716086709.886454,200000,0.2750000059604645
1716086757.29483,204000,0.27293333411216736
1716086799.337226,208000,0.26600000262260437
1716086841.147716,212000,0.262800008058548
1716086883.052556,216000,0.26600000262260437
1716086924.740101,220000,0.2657333314418793
1716086966.4944608,224000,0.2714666724205017
1716087008.410283,228000,0.27006667852401733
1716087959.483953,232000,0.2718000113964081
1716088000.892352,236000,0.2645333409309387
1716088042.282225,240000,0.25940001010894775
1716088217.636519,244000,0.25193333625793457
1716088259.306818,248000,0.2531333267688751
1716088302.410013,252000,0.2526666522026062
1716089345.735421,256000,0.24793332815170288
1716089387.629369,260000,0.24713332951068878
1716089429.334134,264000,0.25099998712539673
1716090520.67182,268000,0.24933333694934845
1716090562.1855528,272000,0.24079999327659607
1716090603.539287,276000,0.23853333294391632
1716091366.411377,280000,0.24606665968894958
1716091410.526613,284000,0.24906666576862335
1716091452.6147509,288000,0.24860000610351562
1716091494.846622,292000,0.25600001215934753
1716091536.793304,296000,0.26213333010673523
1716091578.5790348,300000,0.25806665420532227
1716091620.613958,304000,0.24833333492279053
1716091662.6446788,308000,0.24166665971279144
1716091704.589505,312000,0.2380666732788086
1716091746.693565,316000,0.24040000140666962
1716091788.954113,320000,0.2380666732788086
1716091830.803699,324000,0.24186666309833527
1716091873.121464,328000,0.2521333396434784
1716091915.017608,332000,0.25859999656677246
1716091956.789831,336000,0.2529999911785126
1716091998.880764,340000,0.25119999051094055
1716092041.0137951,344000,0.25440001487731934
1716092083.157135,348000,0.2556000053882599
1716092125.377088,352000,0.25513333082199097
1716092167.555413,356000,0.26393333077430725
1716092209.213336,360000,0.2658666670322418
1716092250.8495302,364000,0.26440000534057617
1716092292.743847,368000,0.2582666575908661
1716092334.736769,372000,0.25839999318122864
1716092376.621269,376000,0.2563999891281128
1716092418.357579,380000,0.2484000027179718
1716092472.92466,384000,0.24686667323112488
1716092516.5101,388000,0.25699999928474426
1716092558.569844,392000,0.2553333342075348
1716092600.299993,396000,0.24906666576862335
1716092642.440995,400000,0.25086668133735657
